year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,sale_date,sale_time
2014,Dodge,Charger,R/T,Sedan,Automatic,2c3cdxct7eh234840,FL,3,23715,White,Black,gsp transportation inc,22700,21700,2015-02-02,04:30:00
2002,Bmw,X5,3.0i,SUV,Automatic,5uxfa53522lp48387,TX,2,141153,Green,Gray,westlake financial services,4000,1300,2015-02-03,03:00:00
2006,Chevrolet,Cobalt,LS,Sedan,Manual,1g1ak58f867658162,OH,37,112252,Blue,Gray,cnac corporate office/columbus,2500,3000,2015-02-03,04:00:00
2013,Chevrolet,Cruze,LTZ,Sedan,Automatic,1g1pg5sb1d7196459,CA,41,39855,Blue,Black,avis corporation,13050,13100,2015-02-03,04:30:00
2013,Chrysler,200,Touring,Sedan,Automatic,1c3ccbbb2dn656776,FL,42,58686,White,Black,dtg operations inc,9650,9900,2015-02-03,01:30:00
2012,Dodge,Grand Caravan,American Value Package,Minivan,Automatic,2c4rdgbg1cr178184,PA,36,68032,Silver,Black,lease plan usa,10300,9400,2015-02-03,01:30:00
2012,Dodge,Grand Caravan,American Value Package,Minivan,Automatic,2c4rdgbg2cr195012,OH,39,81535,Red,Gray,ge fleet services for itself/servicer,8850,8800,2015-02-03,01:30:00
2010,Dodge,Grand Caravan,SE,Minivan,Automatic,2d4rn4de8ar467201,MA,33,92469,Gray,Black,ge fleet services for itself/servicer,7425,6300,2015-02-03,01:30:00
2005,Dodge,Magnum,RT,Wagon,Automatic,2d8gv58235h556858,PA,22,111258,Gray,Gray,bergeys chrysler jeep dodge,5925,3200,2015-02-03,01:30:00
2006,Ford,Econoline Wagon,E-350 Super Duty XL,Van,Automatic,1fbss31l36ha69826,NC,21,134522,White,Gray,boone trail autohaus,5050,6200,2015-02-03,02:00:00
2014,Ford,F-150,Lariat,SuperCrew,Automatic,1ftfw1ef6efc74609,GA,45,18461,Black,Black,ars/thrifty car rental/greer,34300,34300,2015-02-03,01:30:00
2010,Ford,F-150,FX4,SuperCrew,Automatic,1ftfw1ev5afd94483,NC,26,81051,Red,Tan,terry inc,19700,19600,2015-02-03,01:15:00
2013,Ford,Focus,SE,Sedan,Automatic,1fadp3f27dl232662,OH,5,21587,Silver,Black,ford motor credit company llc,11300,11700,2015-02-03,01:00:00
2006,Honda,Civic,EX,Coupe,Automatic,2hgfg12866h548248,GA,24,124799,White,Beige,santander consumer,4625,5300,2015-02-03,01:30:00
2012,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac8ch385945,FL,4,37025,Gray,Gray,hyundai motor finance,11550,11800,2015-02-03,01:30:00
2012,Kia,Soul,Base,Wagon,Automatic,kndjt2a54c7742043,OH,38,34153,Black,Black,exceptional motorcar llc,9425,9700,2015-02-03,01:30:00
2013,Lincoln,MKZ,Base,Sedan,Automatic,3ln6l2gk2dr816214,FL,31,34673,Silver,Black,tdaf remarketing,20200,19600,2015-02-03,01:00:00
2012,Mazda,Mazda3,i Grand Touring,Sedan,Automatic,jm1bl1w7xc1690932,FL,43,14599,Gray,Black,jpmorgan chase bank n.a.,13750,13800,2015-02-03,01:30:00
2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,Automatic,wddgf8bb0cr229942,FL,46,38381,Silver,Black,cire leasing,20500,22000,2015-02-03,01:15:00
2012,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2ap5cc157051,FL,37,27900,Gray,Black,nissan-infiniti lt,12300,14000,2015-02-03,01:30:00
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap9dc175074,FL,44,16719,Gray,Black,nissan-infiniti lt,14450,13600,2015-02-03,01:30:00
2009,Nissan,Cube,1.8 Base,Wagon,Manual,jn8az28r39t130377,NC,41,84019,White,Black,gm financial,6375,6000,2015-02-03,01:15:00
2011,Nissan,Rogue,S,SUV,Automatic,jn8as5mv8bw303467,GA,28,47828,Black,Black,nissan-infiniti lt,11750,11200,2015-02-03,01:30:00
2011,Nissan,Versa,1.6,Sedan,Automatic,3n1cc1ap4bl391216,MA,33,134768,Black,Black,capital one auto finance,3950,3200,2015-02-03,01:30:00
2012,Toyota,Camry,LE,Sedan,Automatic,4t1bf1fk3cu003067,OH,35,27631,Silver,Gray,toyota financial services,13550,12900,2015-02-03,01:30:00
2012,Toyota,Corolla,S,Sedan,Automatic,2t1bu4ee8cc759773,OH,49,31313,Silver,Black,toyota financial services,12500,13400,2015-02-03,01:30:00
2009,Toyota,Matrix,Base,Hatchback,Automatic,2t1ku40e69c190616,FL,33,60140,Gray,Gray,world omni financial corporation,7800,8900,2015-02-03,01:30:00
2013,Volvo,S60,T5,Sedan,Automatic,yv1612fs7d2172235,FL,35,16972,Gray,Brown,volvo car financial service/world omni,19750,18700,2015-02-03,01:30:00
2011,Bmw,5 Series,535i,Sedan,Automatic,wbafr7c56bc604540,TX,34,61460,White,Black,tdaf remarketing,23300,25500,2015-02-04,02:15:00
2013,Bmw,6 Series Gran Coupe,650i,Sedan,Automatic,wba6b2c50dd128418,GA,45,16597,Black,Brown,financial services remarketing (lease),53500,57200,2015-02-04,02:00:00
2012,Bmw,Z4,sDrive35i,Convertible,Automatic,wbalm7c50ce384402,GA,41,17764,Black,Beige,financial services remarketing (lease),36300,35000,2015-02-04,02:00:00
2003,Cadillac,DeVille,Base,Sedan,Automatic,1g6kd54y93u143555,NC,35,133155,Silver,Gray,hendrick acura,1600,2400,2015-02-04,06:00:00
2013,Chevrolet,Captiva Sport,LTZ Fleet,SUV,Automatic,3gnal4ekxds590310,MO,39,38500,Silver,Black,avis corporation,14500,14400,2015-02-04,02:30:00
2008,Chevrolet,Cobalt,LT,Sedan,Automatic,1g1al58f787319392,FL,19,81934,Silver,Gray,remarketing by ge/flagship credit acceptance,4300,2600,2015-02-04,01:00:00
2014,Chevrolet,Cruze,2LT,Sedan,Automatic,1g1pe5sb3e7125500,TX,42,36911,Red,—,avis corporation,12950,13500,2015-02-04,02:00:00
2013,Chevrolet,Cruze,2LT,Sedan,Automatic,1g1pe5sbxd7121653,WI,35,59193,White,Black,the hertz corporation,9950,10200,2015-02-04,02:30:00
2012,Ford,F-350 Super Duty,Lariat,Crew Cab,Automatic,1ft8w3btxcec42361,CO,41,20361,Gray,Black,jim fuoco motor company,43700,44250,2015-02-04,03:45:00
2014,Ford,Focus,SE,Sedan,Automatic,1fadp3f23el276191,MO,41,21591,Black,Black,rusty eck ford inc,12400,12500,2015-02-04,02:30:00
2005,Ford,Freestyle,SEL,Wagon,Automatic,1fmdk02125ga33724,NJ,37,99309,Green,Gray,j & s auto haus,2500,5000,2015-02-04,01:00:00
2011,Ford,Fusion,SEL,Sedan,Automatic,3fahp0ja6br338243,TX,37,53937,—,Gray,wheels exchange llc,9875,10400,2015-02-04,02:00:00
2012,Ford,Mustang,V6,Coupe,Automatic,1zvbp8am8c5230975,TX,33,51064,Red,Gray,santander consumer,13550,14900,2015-02-04,02:00:00
2014,Ford,Taurus,Limited,Sedan,Automatic,1fahp2f80eg176638,NY,37,14664,Off-White,Black,ford motor credit company,21300,19700,2015-02-04,01:20:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap8dm300433,FL,49,22391,—,Beige,nissan infiniti lt,21700,19600,2015-02-04,01:00:00
2014,Infiniti,Q60 Convertible,Base,Q60 Convertible,Automatic,jn1cv6fexem900086,FL,39,14090,Red,Beige,nissan north america inc.,35700,35400,2015-02-04,01:00:00
2013,Kia,Forte,EX,Sedan,Automatic,knafu4a27d5715174,TN,19,51665,Red,Gray,avis corporation,9450,8700,2015-02-04,02:30:00
2012,Kia,Sportage,LX,SUV,Automatic,kndpbca25c7348902,TN,19,63785,Black,Gray,wells fargo dealer services,12500,8800,2015-02-04,02:30:00
2011,Lexus,RX 350,Base,SUV,Automatic,jtjbk1ba5b2013829,CA,2,47563,Silver,Gray,lexus financial services,25100,22700,2015-02-04,04:30:00
2012,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2ap8cc148425,FL,47,13202,White,Beige,nissan-infiniti lt,13200,15800,2015-02-04,01:00:00
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap7dc246773,TN,39,23336,—,Black,nissan north america inc.,14050,16600,2015-02-04,02:30:00
2012,Nissan,Leaf,SV,Hatchback,Automatic,jn1az0cp3ct024723,MO,37,16738,Silver,Gray,nissan-infiniti lt,11800,11400,2015-02-04,02:30:00
2013,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap2dc814364,CA,35,54121,White,Black,the hertz corporation,14000,13800,2015-02-04,04:30:00
2001,Porsche,911,Turbo,Coupe,Manual,wp0ab29961s685624,CA,33,68018,Black,Black,trade in solutions,29800,29750,2015-02-04,04:30:00
2007,Saturn,Aura,XR,Sedan,Automatic,1g8zv57707f198119,CA,37,112569,Silver,Black,lobel financial corp,4375,4400,2015-02-04,04:30:00
2008,Toyota,Land Cruiser,Base,SUV,Automatic,jtmhy05j284001023,GA,25,110257,Red,Beige,germain toyota of sarasota,29900,29200,2015-02-04,02:00:00
2012,Toyota,Prius Plug-in,Base,Hatchback,Automatic,jtdkn3dp0c3016558,VA,37,33462,White,Gray,meridian remarketing,16600,15400,2015-02-04,16:00:00
2009,Toyota,Sienna,LE 7-Passenger,Minivan,Automatic,5tdzk23c79s271859,CA,41,81258,Silver,Gray,aaero sweet company,9150,11800,2015-02-04,04:00:00
2007,Chevrolet,Impala,LS,Sedan,Automatic,2g1wb58k979405743,GA,37,58915,Gray,Black,automobile acceptance corp,6075,7400,2015-02-05,02:00:00
2007,Chevrolet,Silverado 1500,Work Truck,Regular Cab,Automatic,1gcec14c17z529602,OH,33,99664,White,Gray,sullivan auto group llc,9100,8000,2015-02-05,02:30:00
2003,Chrysler,PT Cruiser,Base,Wagon,Automatic,3c4fy48b53t531993,VA,19,103498,Silver,Gray,toyota of stafford,1300,1500,2015-02-05,01:35:00
2008,Ford,Escape,XLT,SUV,Automatic,1fmcu03z78ke74227,VA,42,122001,Gray,Gray,r k chevrolet inc,5575,5300,2015-02-05,01:35:00
2011,Ford,F-150,XL,SuperCrew,Automatic,1ftfw1ef9bkd37883,TX,28,162157,White,Gray,ge fleet services for itself/servicer,11300,9500,2015-02-05,03:00:00
2004,Ford,F-150,XL,Regular Cab,Automatic,1ftrf12w44nb35262,IL,19,141575,White,Gray,wells fargo financial acceptance,3175,2700,2015-02-05,02:00:00
2011,Ford,F-250 Super Duty,XL,Supercab,Automatic,1ft7x2a65bea47328,TX,3,132061,White,Gray,donlen corporation,7750,7800,2015-02-05,03:00:00
2011,Ford,Flex,Titanium,Wagon,Automatic,2fmhk6dt2bbd11057,CA,38,86004,White,Black,ford motor credit company llc,16600,19000,2015-02-05,04:00:00
2005,Ford,Focus,ZX4 ST,Sedan,Manual,1fahp38zx5w138917,VA,19,82688,Silver,Black,brown's leesburg hyundai,2675,2900,2015-02-05,01:05:00
2009,Honda,Odyssey,LX,Minivan,Automatic,5fnrl38229b026863,CA,31,59857,Gray,Gray,a & a auto sales,8500,12000,2015-02-05,04:00:00
2011,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae8bh038013,CA,28,66381,White,Beige,wells fargo dealer services,8300,8600,2015-02-05,04:00:00
2008,Hyundai,Elantra,GLS,Sedan,Automatic,kmhdu46d18u421829,FL,28,86194,Red,Beige,grow financial fcu,5050,6200,2015-02-05,01:35:00
2011,Infiniti,G Sedan,G25x,G Sedan,Automatic,jn1dv6ar1bm654197,IL,39,21410,Blue,Blue,nissan infiniti lt,17650,17200,2015-02-05,02:00:00
2012,Jeep,Grand Cherokee,Overland,SUV,Automatic,1c4rjfcg2cc249029,MI,5,62262,Black,Tan,kevins marysville auto sales inc,29800,26500,2015-02-05,01:30:00
2012,Jeep,Patriot,Latitude,SUV,Automatic,1c4njpfb4cd605284,FL,34,30637,Orange,Black,chrysler capital,12450,12500,2015-02-05,01:35:00
2008,Lexus,GX 470,Base,SUV,Automatic,jtjbt20x580171246,GA,35,78962,Silver,Gray,wells fargo dealer services,20200,20500,2015-02-05,02:00:00
2012,Lincoln,MKZ,Base,Sedan,Automatic,3lnhl2gcxcr809656,IL,26,25389,White,Beige,ford motor credit company llc,16150,14700,2015-02-05,02:00:00
2011,Nissan,Sentra,2.0 SR,Sedan,Automatic,3n1ab6ap3bl628768,GA,39,54021,White,Gray,car solutions,8575,9100,2015-02-05,02:00:00
2011,Toyota,Camry,LE,Sedan,Automatic,4t4bf3ek1br211417,GA,36,26833,Silver,Gray,world omni financial corporation,12050,12500,2015-02-05,02:00:00
2008,Dodge,Charger,Base,Sedan,Automatic,2b3ka43h48h298639,NV,43,67345,White,Black,millennium cars,6325,10000,2015-02-06,04:00:00
2013,Ford,Escape,SE,SUV,Automatic,1fmcu0g99dua80401,FL,34,70135,Turquoise,Gray,ge fleet services for itself/servicer,12900,12000,2015-02-06,01:50:00
2012,Honda,Odyssey,EX-L,Minivan,Automatic,5fnrl5h67cb029196,PA,46,41760,Gray,Gray,adcock brothers inc,21700,23400,2015-02-06,01:00:00
2012,Honda,Odyssey,Touring,Minivan,Automatic,5fnrl5h95cb015386,PA,4,46469,Gray,Gray,adcock brothers inc,25100,24800,2015-02-06,01:00:00
2006,Infiniti,QX56,Base,SUV,Automatic,5n3aa08c36n806218,PA,28,89242,Silver,Black,melvin g rhoades auto sales llc,12550,14800,2015-02-06,01:15:00
2012,Mazda,Mazda3,i Touring,Sedan,Automatic,jm1bl1vg8c1507917,PA,42,25802,Gray,Black,jpmorgan chase bank n.a.,11700,12000,2015-02-06,01:00:00
2013,Mercedes-Benz,GLK-Class,GLK350 4MATIC,SUV,Automatic,wdcgg8jb3dg127230,NV,35,48734,Gray,Black,the hertz corporation,25300,25250,2015-02-06,04:00:00
2007,Volkswagen,Passat,Base,Sedan,Automatic,wvwjk73c67p070567,FL,21,99992,White,Black,east coast financial,4750,3300,2015-02-06,01:45:00
2014,Chevrolet,Impala Limited,LS Fleet,Sedan,Automatic,2g1wa5e3xe1171592,FL,4,17670,White,Black,gm remarketing,12450,13100,2015-02-09,05:00:00
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,Automatic,2g1wb5e35e1149500,FL,4,17127,White,Beige,gm remarketing,13450,13800,2015-02-09,05:00:00
2006,Ford,Freestar,SE,Minivan,Automatic,2fmza51646ba47023,MO,17,110550,Gray,Gray,dt inventory,2125,1250,2015-02-09,03:00:00
2007,Honda,Accord,EX-L,Sedan,Automatic,1hgcm56887a014634,NC,25,121750,Gray,Gray,fleet lease remarketing,7100,7800,2015-02-09,01:30:00
2006,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al11d66c205337,NC,3,152258,Silver,Black,credit acceptance corp/vrs/southfield,3250,2800,2015-02-09,01:30:00
2012,Bmw,1 Series,128i,Convertible,Manual,wbaun1c55cvh78088,FL,44,13242,Black,Black,financial services remarketing (lease),25000,23200,2015-02-10,04:15:00
2008,Bmw,3 Series,335i,Sedan,Automatic,wbavb77568nh79364,FL,42,95415,Black,Black,napleton's clermont chrysler jeep dodge,10150,10600,2015-02-10,01:00:00
2008,Chevrolet,Silverado 1500,Work Truck,Extended Cab,Automatic,1gcec19038z315405,GA,39,128014,Burgundy,Black,edward colosimo auto sales,10750,12000,2015-02-10,01:30:00
2014,Chevrolet,Silverado 1500,LT,Crew Cab,Automatic,3gcpcrec2eg473298,FL,43,11990,Silver,Black,enterprise veh exchange/rental,26600,26800,2015-02-10,01:30:00
2006,Chevrolet,TrailBlazer,LT,SUV,Automatic,1gndt13s262147632,TN,39,103723,Gray,Black,dt credit corporation,5975,6300,2015-02-10,02:30:00
2014,Chrysler,Town and Country,Touring,Minivan,Automatic,2c4rc1bg2er363847,CA,3,19282,—,Black,enterprise holdings/gdp,19400,19600,2015-02-10,04:30:00
2008,Ford,Edge,SEL,SUV,Automatic,2fmdk38c08bb01573,MD,26,106096,Black,Black,remarketing by ge/flagship credit acceptance,8625,6200,2015-02-10,01:30:00
2013,Ford,Explorer,Base,SUV,Automatic,1fm5k7b97dgc15646,IL,43,25031,White,Tan,lease plan usa,21200,19000,2015-02-10,02:00:00
2008,Ford,F-150,XL,SuperCrew,Automatic,1ftrw12w58fa75878,MD,36,52014,White,Gray,ge fleet services for itself/servicer,10900,12300,2015-02-10,01:30:00
2013,Ford,Focus,SE,Hatchback,Automatic,1fadp3k28dl272951,OR,43,37736,Red,Black,avis corporation,11300,11500,2015-02-10,04:00:00
2006,Ford,Focus,ZX5 SE,Hatchback,Automatic,1fafp37n96w217647,MD,32,67934,Burgundy,Gray,ford motor credit company llc pd,5050,4300,2015-02-10,01:30:00
2008,Ford,Focus,SES,Sedan,Automatic,1fahp35n88w130952,GA,28,124190,Silver,—,professional financial services/buford,4050,3000,2015-02-10,05:00:00
2013,Ford,Taurus,SE,Sedan,Automatic,1fahp2d84dg157916,FL,46,87450,White,Beige,ge fleet services for itself/servicer,11300,12300,2015-02-10,03:05:00
2008,Honda,Ridgeline,RTX,Crew Cab,Automatic,2hjyk16398h533309,MA,21,142544,Silver,Gray,boch new to you superstore,8700,6500,2015-02-10,02:00:00
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac9dh762719,FL,27,35868,Blue,Gray,florida auto financial group,12450,11100,2015-02-10,01:30:00
2012,Hyundai,Sonata,SE,Sedan,Automatic,5npec4ac7ch374870,GA,34,62332,Black,Black,kern automotive group inc,11700,11900,2015-02-10,01:30:00
2007,Hyundai,Tucson,SE,SUV,Automatic,km8jn12d77u634190,FL,21,105316,White,Gray,jpmorgan chase bank n.a.,4375,4300,2015-02-10,01:30:00
2005,Jeep,Grand Cherokee,Laredo,SUV,Automatic,1j4gr48k15c564130,OH,2,103954,Blue,Gray,credit acceptance corp/vrs/southfield,5875,4800,2015-02-10,04:00:00
2011,Jeep,Grand Cherokee,Laredo,SUV,Automatic,1j4rr4gg5bc537420,OH,36,79897,Red,Black,jr's auto city inc,17650,17700,2015-02-10,01:30:00
2012,Kia,Sedona,LX,Minivan,Automatic,kndmg4c77c6479550,CA,34,73343,Silver,Gray,dtg operations inc,9525,9801,2015-02-10,04:30:00
2000,Lincoln,LS,V8,Sedan,Automatic,1lnhm87a7yy781922,GA,29,76533,Beige,Tan,ari,2125,3550,2015-02-10,05:00:00
2012,Mazda,Mazda5,Grand Touring,Minivan,Automatic,jm1cw2dlxc0141481,MO,49,25619,Gray,Black,gentry motor co inc,14300,15600,2015-02-10,03:00:00
2007,Mercedes-Benz,S-Class,S550,Sedan,Automatic,wddng71x57a117122,GA,46,79589,Black,Beige,crown direct llc,20300,22200,2015-02-10,01:30:00
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap4dn512772,GA,45,54985,Silver,Gray,dollar thrifty automotive group,12100,12300,2015-02-10,01:30:00
2008,Pontiac,Solstice,GXP,Convertible,Manual,1g2mg35x58y103596,CA,25,105379,Orange,Black,remarketing by ge/xpress rent a car,6025,5000,2015-02-10,04:00:00
2013,Bmw,3 Series,328i xDrive,Sedan,Automatic,wba3b5c55df590661,CO,37,33465,Red,Black,avis corporation,25200,24400,2015-02-11,03:45:00
2008,Cadillac,CTS,Base,Sedan,Automatic,1g6dj577280179137,TX,35,87009,Black,Beige,td auto finance,10250,11600,2015-02-11,02:15:00
2013,Chevrolet,Camaro,LS,Coupe,Manual,2g1fe1e34d9235932,FL,43,19523,White,Black,capital one auto finance,15900,17000,2015-02-11,01:10:00
2014,Chevrolet,Cruze,2LT,Sedan,Automatic,1g1pe5sb5e7123716,TX,39,38820,Black,Black,avis corporation,12850,13200,2015-02-11,02:00:00
2011,Chevrolet,Equinox,LT1,SUV,Automatic,2cnflde53b6253428,MO,28,110213,White,Black,regional acceptance corporation / winterville,8700,9600,2015-02-11,02:30:00
2014,Chevrolet,Express,LS 3500,Van,Automatic,1gazg1fg1e1183836,NJ,41,14330,White,Gray,enterprise veh exchange/rental,24500,23600,2015-02-11,01:30:00
2012,Chevrolet,Malibu,LT,Sedan,Automatic,1g1zc5e05cf392388,LA,35,62888,Silver,Black,the hertz corporation,9475,9900,2015-02-11,03:00:00
2005,Chevrolet,TrailBlazer EXT,LS,SUV,Automatic,1gnes16s656115504,TX,45,83582,Silver,Gray,mike motors,4375,6200,2015-02-11,02:00:00
2012,Dodge,Grand Caravan,American Value Package,Minivan,Automatic,2c4rdgbg5cr165373,NY,44,59020,Silver,Black,santander consumer,10000,10600,2015-02-11,01:45:00
2013,Dodge,Grand Caravan,SXT,Minivan,Automatic,2c4rdgcg7dr573891,WI,36,87881,Black,Black,wheels exchange llc,10300,11500,2015-02-11,02:00:00
2013,Ford,Edge,Limited,SUV,Automatic,2fmdk4kc0dbc27103,MN,32,42006,—,Beige,avis corporation,22100,22800,2015-02-11,02:30:00
2013,Ford,Escape,S,SUV,Automatic,1fmcu0f71dub71338,MN,43,80249,Black,Black,fleet depot,11000,11400,2015-02-11,02:30:00
2012,Ford,Escape,Limited,SUV,Automatic,1fmcu9eg1ckb86745,TN,39,51462,—,Black,ford motor credit company llc,16650,16900,2015-02-11,02:00:00
2011,Ford,Fusion,SEL,Sedan,Automatic,3fahp0ja7br123552,CA,31,111082,Silver,Gray,wheels exchange llc,7100,7400,2015-02-11,04:30:00
2011,Honda,Accord,LX,Sedan,Automatic,1hgcp2f37ba153544,TX,29,33209,Gray,Beige,santander consumer,11150,10300,2015-02-11,02:00:00
2013,Hyundai,Elantra,GLS,Sedan,Automatic,kmhdh4ae0du580047,MN,35,27777,Black,Gray,hyundai motor finance,11750,11400,2015-02-11,02:30:00
2012,Hyundai,Elantra,GLS,Sedan,Automatic,kmhdh4ae1cu334395,MN,4,58756,Black,Gray,hyundai motor finance,9400,10000,2015-02-11,02:30:00
2012,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac9ch488503,MN,29,30388,Black,Gray,hyundai motor finance,11900,11000,2015-02-11,02:30:00
2014,Jeep,Patriot,Latitude,SUV,Automatic,1c4njrfb8ed778336,MN,4,22345,White,Black,hertz corporation/gdp,16950,16400,2015-02-11,05:00:00
2015,Kia,Sorento,LX,SUV,Automatic,5xykt3a65fg560412,TX,42,21242,White,Black,enterprise vehicle exchange/dfw airport,18950,18800,2015-02-11,02:15:00
2005,Kia,Sorento,LX,SUV,Automatic,kndjc733755411173,AZ,19,81611,Blue,Gray,credit acceptance corp/vrs/southfield,4000,5500,2015-02-11,03:15:00
2013,Lexus,RX 350,Base,SUV,Automatic,2t2bk1ba1dc181356,WI,19,24599,Silver,Gray,lexus financial services,33600,30700,2015-02-11,02:00:00
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,Automatic,wddgf4hb8dr295804,TX,42,42651,Gray,Black,music city autoplex llc,20700,22000,2015-02-11,02:20:00
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,Automatic,wddgf8ab8dg042172,WI,36,16264,—,Black,mercedes-benz financial services,25800,26000,2015-02-11,02:00:00
2013,Mercedes-Benz,GL-Class,GL550 4MATIC,SUV,Automatic,4jgdf7de2da182889,WI,37,56831,White,Tan,selig leasing co inc,53100,50000,2015-02-11,02:00:00
2013,Nissan,Pathfinder,SV,SUV,Automatic,5n1ar2mm3dc666451,NE,2,43016,White,Black,hertz damaged liquidation,19850,10300,2015-02-11,02:00:00
2013,Nissan,Sentra,SV,Sedan,Automatic,3n1ab7ap5dl796999,TN,45,22116,—,Black,nissan motor acceptance corporation,12050,12000,2015-02-11,02:30:00
2013,Toyota,Corolla,S,Sedan,Automatic,2t1bu4ee0dc998039,WA,42,36075,Silver,Black,dollar rac/seattle,13100,14300,2015-02-11,05:15:00
2012,Volkswagen,Jetta,Base,Sedan,Automatic,3vw2k7ajxcm363553,CA,35,42712,White,Black,california rent-a-car & leasing,8650,10700,2015-02-11,04:30:00
2006,Acura,MDX,Base,SUV,Automatic,2hnyd18296h540576,VA,29,110902,White,Beige,pohanka acura,7925,7900,2015-02-12,01:50:00
2013,Acura,MDX,Technology Package,SUV,Automatic,2hnyd2h34dh506816,CA,43,25397,Black,Gray,american road leasing inc,33200,34750,2015-02-12,04:30:00
2012,Bmw,3 Series,328i,Sedan,Automatic,wba3c1c5xcf430151,CA,42,35154,Gray,Brown,financial services remarketing (lease),26200,26750,2015-02-12,04:30:00
2013,Chevrolet,Malibu,LS,Sedan,Automatic,1g11b5sa9df164313,MI,43,40232,Blue,Gray,gm financial leasing,11700,11300,2015-02-12,01:30:00
2004,Chevrolet,Tahoe,LS,SUV,Automatic,1gnec13z74j118504,FL,34,142932,Gray,Gray,priscilla & kids wholesalers inc,6225,7300,2015-02-12,03:30:00
2015,Chrysler,200,S,Sedan,Automatic,1c3cccdg9fn586226,IL,4,9030,Blue,Black,chrysler group llc,20700,21250,2015-02-12,03:00:00
2012,Chrysler,300,Limited,Sedan,Automatic,2c3ccacg3ch114355,GA,33,48229,Gray,Black,sossa pre owned,16650,16800,2015-02-12,02:00:00
2008,Chrysler,PT Cruiser,Touring,Wagon,Automatic,3a8fy58b98t214854,CA,19,88643,Blue,Gray,santander consumer,3575,3200,2015-02-12,04:00:00
2007,Chrysler,Pacifica,Touring,Wagon,Automatic,2a8gm68x07r142218,MI,29,129944,Blue,Gray,first investors financial services,3525,3700,2015-02-12,01:30:00
2004,Dodge,Durango,Limited,SUV,Automatic,1d8hb58n54f139233,OH,21,108957,Burgundy,Gray,dt credit corporation,4550,3700,2015-02-12,01:00:00
2012,Dodge,Grand Caravan,American Value Package,Minivan,Automatic,2c4rdgbg3cr195116,MN,29,83581,Red,Black,ge fleet services for itself/servicer,8875,9600,2015-02-12,02:45:00
2010,Dodge,Ram Pickup 1500,Laramie,Quad Cab,Automatic,1d7rv1gt3as163249,MN,2,143185,White,Black,enterprise fleet management exchange  inc.,14200,10300,2015-02-12,02:45:00
2008,Ford,Escape,XLT,SUV,Automatic,1fmcu03z38ka33369,MI,35,129339,Gray,Tan,ocean honda,5300,4900,2015-02-12,01:30:00
1999,Ford,Expedition,XLT,SUV,Automatic,1fmpu18l3xla66294,OH,1,186674,Red,Gray,dt inventory,1100,600,2015-02-12,01:00:00
2010,Ford,F-150,XLT,Supercab,Automatic,1ftex1c83afb50773,MI,33,50838,Red,Gray,larry hudson chevrolet buick gmc inc,15650,14500,2015-02-12,01:30:00
2009,Ford,F-150,XLT,Supercab,Automatic,1ftrx14899fa29922,MI,21,101828,White,Tan,automobiles paille inc,13650,11300,2015-02-12,01:30:00
2011,Ford,F-250 Super Duty,Lariat,Crew Cab,Automatic,1ft7w2btxbeb04078,TX,34,93570,—,Black,ford motor credit company llc,32500,28000,2015-02-12,02:30:00
2012,Honda,Accord,SE,Sedan,Automatic,1hgcp2f63ca047460,CA,36,32928,Silver,Black,ahfc/honda lease trust/hvt  inc. eot,13150,14900,2015-02-12,04:00:00
2013,Honda,Accord,EX-L V-6,Sedan,Automatic,1hgcr3f84da011277,GA,28,28917,Blue,Gray,ahfc/honda lease trust/hvt  inc.,19250,19400,2015-02-12,02:00:00
2002,Honda,Civic,LX,Sedan,Automatic,2hges16562h512046,FL,19,69834,Burgundy,Beige,credit acceptance corp/vrs/southfield,3425,2700,2015-02-12,09:00:00
2014,Mercedes-Benz,C-Class,C250 Sport,Sedan,Automatic,wddgf4hb6ea937629,TX,43,12623,Black,Gray,mercedes-benz financial services,25500,25750,2015-02-12,03:00:00
2014,Mercedes-Benz,S-Class,S550,Sedan,Automatic,wddug8cb8ea039953,CA,5,344,Black,Black,mercedes-benz finc services premier program,81000,109000,2015-02-12,04:30:00
2009,Mitsubishi,Lancer,ES,Sedan,Automatic,ja3au26u39u006684,FL,3,119208,Red,Black,liquidation llc,4025,4000,2015-02-12,07:00:00
